crime_code,crime_description,crime_domain
213,ILLEGAL POSSESSION,Other Crime
150,VANDALISM,Other Crime
465,VEHICLE - STOLEN,Violent Crime
516,VEHICLE - STOLEN,Violent Crime
195,DRUG OFFENSE,Other Crime
374,FRAUD,Other Crime
384,ASSAULT,Violent Crime
210,KIDNAPPING,Other Crime
533,SHOPLIFTING,Other Crime
304,KIDNAPPING,Other Crime
231,HOMICIDE,Other Crime
587,ARSON,Fire Accident
591,EXTORTION,Other Crime
382,HOMICIDE,Other Crime
464,CYBERCRIME,Other Crime
592,ARSON,Fire Accident
271,SHOPLIFTING,Other Crime
591,SHOPLIFTING,Other Crime
491,HOMICIDE,Other Crime
311,FIREARM OFFENSE,Fire Accident
532,EXTORTION,Other Crime
535,SEXUAL ASSAULT,Violent Crime
304,BURGLARY,Other Crime
108,CYBERCRIME,Other Crime
166,CYBERCRIME,Other Crime
521,ILLEGAL POSSESSION,Other Crime
178,ROBBERY,Violent Crime
466,FRAUD,Other Crime
196,EXTORTION,Other Crime
312,SHOPLIFTING,Other Crime
452,FRAUD,Other Crime
106,DRUG OFFENSE,Other Crime
540,TRAFFIC VIOLATION,Traffic Fatality
435,KIDNAPPING,Other Crime
379,IDENTITY THEFT,Violent Crime
160,FIREARM OFFENSE,Fire Accident
334,ROBBERY,Violent Crime
141,SEXUAL ASSAULT,Violent Crime
546,VEHICLE - STOLEN,Violent Crime
194,KIDNAPPING,Other Crime
230,HOMICIDE,Other Crime
200,BURGLARY,Other Crime
554,EXTORTION,Other Crime
299,ILLEGAL POSSESSION,Other Crime
298,KIDNAPPING,Other Crime
157,DRUG OFFENSE,Other Crime
533,PUBLIC INTOXICATION,Other Crime
576,BURGLARY,Other Crime
128,ARSON,Fire Accident
218,PUBLIC INTOXICATION,Other Crime
406,ROBBERY,Violent Crime
419,EXTORTION,Other Crime
358,TRAFFIC VIOLATION,Traffic Fatality
414,FIREARM OFFENSE,Fire Accident
285,HOMICIDE,Other Crime
233,ASSAULT,Violent Crime
364,HOMICIDE,Other Crime
316,VANDALISM,Other Crime
321,VANDALISM,Other Crime
198,FIREARM OFFENSE,Fire Accident
530,ILLEGAL POSSESSION,Other Crime
553,ROBBERY,Violent Crime
452,FIREARM OFFENSE,Fire Accident
524,FRAUD,Other Crime
517,VEHICLE - STOLEN,Violent Crime
319,VANDALISM,Other Crime
501,HOMICIDE,Other Crime
530,IDENTITY THEFT,Violent Crime
102,IDENTITY THEFT,Violent Crime
464,EXTORTION,Other Crime
115,HOMICIDE,Other Crime
589,SHOPLIFTING,Other Crime
127,VEHICLE - STOLEN,Violent Crime
582,TRAFFIC VIOLATION,Traffic Fatality
359,SEXUAL ASSAULT,Violent Crime
370,EXTORTION,Other Crime
470,TRAFFIC VIOLATION,Traffic Fatality
162,HOMICIDE,Other Crime
551,DOMESTIC VIOLENCE,Violent Crime
246,KIDNAPPING,Other Crime
588,HOMICIDE,Other Crime
355,TRAFFIC VIOLATION,Traffic Fatality
150,IDENTITY THEFT,Violent Crime
449,FRAUD,Other Crime
287,VANDALISM,Other Crime
520,VEHICLE - STOLEN,Violent Crime
422,SHOPLIFTING,Other Crime
481,SEXUAL ASSAULT,Violent Crime
577,KIDNAPPING,Other Crime
117,EXTORTION,Other Crime
163,ROBBERY,Violent Crime
129,ROBBERY,Violent Crime
119,VANDALISM,Other Crime
214,HOMICIDE,Other Crime
389,DRUG OFFENSE,Other Crime
584,FIREARM OFFENSE,Fire Accident
596,BURGLARY,Other Crime
420,SEXUAL ASSAULT,Violent Crime
148,HOMICIDE,Other Crime
189,COUNTERFEITING,Other Crime
337,SEXUAL ASSAULT,Violent Crime
535,ASSAULT,Violent Crime
412,PUBLIC INTOXICATION,Other Crime
574,DOMESTIC VIOLENCE,Violent Crime
489,ILLEGAL POSSESSION,Other Crime
228,ASSAULT,Violent Crime
365,ARSON,Fire Accident
315,ASSAULT,Violent Crime
425,VANDALISM,Other Crime
497,EXTORTION,Other Crime
114,KIDNAPPING,Other Crime
160,DRUG OFFENSE,Other Crime
193,FIREARM OFFENSE,Fire Accident
456,TRAFFIC VIOLATION,Traffic Fatality
168,BURGLARY,Other Crime
566,DOMESTIC VIOLENCE,Violent Crime
341,HOMICIDE,Other Crime
203,COUNTERFEITING,Other Crime
291,DOMESTIC VIOLENCE,Violent Crime
441,DRUG OFFENSE,Other Crime
293,IDENTITY THEFT,Violent Crime
339,KIDNAPPING,Other Crime
223,DRUG OFFENSE,Other Crime
243,DRUG OFFENSE,Other Crime
432,FRAUD,Other Crime
239,FIREARM OFFENSE,Fire Accident
272,ASSAULT,Violent Crime
324,HOMICIDE,Other Crime
211,KIDNAPPING,Other Crime
378,DRUG OFFENSE,Other Crime
535,ARSON,Fire Accident
539,DOMESTIC VIOLENCE,Violent Crime
347,DRUG OFFENSE,Other Crime
520,DRUG OFFENSE,Other Crime
549,ROBBERY,Violent Crime
214,VEHICLE - STOLEN,Violent Crime
256,FIREARM OFFENSE,Fire Accident
540,ARSON,Fire Accident
268,ROBBERY,Violent Crime
392,VANDALISM,Other Crime
371,HOMICIDE,Other Crime
336,SHOPLIFTING,Other Crime
240,IDENTITY THEFT,Violent Crime
558,COUNTERFEITING,Other Crime
560,KIDNAPPING,Other Crime
184,VEHICLE - STOLEN,Violent Crime
342,SHOPLIFTING,Other Crime
316,CYBERCRIME,Other Crime
274,HOMICIDE,Other Crime
332,ASSAULT,Violent Crime
122,EXTORTION,Other Crime
196,TRAFFIC VIOLATION,Traffic Fatality
463,HOMICIDE,Other Crime
215,DOMESTIC VIOLENCE,Violent Crime
457,PUBLIC INTOXICATION,Other Crime
187,COUNTERFEITING,Other Crime
347,CYBERCRIME,Other Crime
219,FIREARM OFFENSE,Fire Accident
453,ARSON,Fire Accident
510,ASSAULT,Violent Crime
178,CYBERCRIME,Other Crime
437,ARSON,Fire Accident
337,COUNTERFEITING,Other Crime
412,KIDNAPPING,Other Crime
303,HOMICIDE,Other Crime
328,PUBLIC INTOXICATION,Other Crime
429,COUNTERFEITING,Other Crime
578,PUBLIC INTOXICATION,Other Crime
143,KIDNAPPING,Other Crime
443,IDENTITY THEFT,Violent Crime
594,HOMICIDE,Other Crime
143,IDENTITY THEFT,Violent Crime
454,FIREARM OFFENSE,Fire Accident
109,ILLEGAL POSSESSION,Other Crime
214,ASSAULT,Violent Crime
559,BURGLARY,Other Crime
392,ILLEGAL POSSESSION,Other Crime
341,ILLEGAL POSSESSION,Other Crime
302,HOMICIDE,Other Crime
581,DOMESTIC VIOLENCE,Violent Crime
294,IDENTITY THEFT,Violent Crime
535,TRAFFIC VIOLATION,Traffic Fatality
307,SHOPLIFTING,Other Crime
535,VEHICLE - STOLEN,Violent Crime
257,ARSON,Fire Accident
393,ROBBERY,Violent Crime
117,CYBERCRIME,Other Crime
597,KIDNAPPING,Other Crime
531,HOMICIDE,Other Crime
279,FRAUD,Other Crime
223,VEHICLE - STOLEN,Violent Crime
391,TRAFFIC VIOLATION,Traffic Fatality
116,BURGLARY,Other Crime
418,EXTORTION,Other Crime
403,FIREARM OFFENSE,Fire Accident
247,VEHICLE - STOLEN,Violent Crime
546,COUNTERFEITING,Other Crime
157,ROBBERY,Violent Crime
414,VEHICLE - STOLEN,Violent Crime
505,TRAFFIC VIOLATION,Traffic Fatality
596,KIDNAPPING,Other Crime
113,EXTORTION,Other Crime
433,DOMESTIC VIOLENCE,Violent Crime
423,HOMICIDE,Other Crime
173,VANDALISM,Other Crime
431,FIREARM OFFENSE,Fire Accident
539,KIDNAPPING,Other Crime
440,TRAFFIC VIOLATION,Traffic Fatality
151,VANDALISM,Other Crime
391,ARSON,Fire Accident
498,FIREARM OFFENSE,Fire Accident
137,PUBLIC INTOXICATION,Other Crime
249,KIDNAPPING,Other Crime
380,COUNTERFEITING,Other Crime
544,FIREARM OFFENSE,Fire Accident
193,HOMICIDE,Other Crime
378,KIDNAPPING,Other Crime
205,FRAUD,Other Crime
470,IDENTITY THEFT,Violent Crime
175,FIREARM OFFENSE,Fire Accident
223,IDENTITY THEFT,Violent Crime
230,DOMESTIC VIOLENCE,Violent Crime
482,DRUG OFFENSE,Other Crime
264,DRUG OFFENSE,Other Crime
577,CYBERCRIME,Other Crime
195,VEHICLE - STOLEN,Violent Crime
457,COUNTERFEITING,Other Crime
337,KIDNAPPING,Other Crime
158,IDENTITY THEFT,Violent Crime
303,FRAUD,Other Crime
310,PUBLIC INTOXICATION,Other Crime
214,HOMICIDE,Other Crime
496,DRUG OFFENSE,Other Crime
453,KIDNAPPING,Other Crime
158,KIDNAPPING,Other Crime
443,SHOPLIFTING,Other Crime
342,ARSON,Fire Accident
506,EXTORTION,Other Crime
235,FRAUD,Other Crime
159,BURGLARY,Other Crime
595,ROBBERY,Violent Crime
141,SHOPLIFTING,Other Crime
307,FIREARM OFFENSE,Fire Accident
456,VEHICLE - STOLEN,Violent Crime
408,BURGLARY,Other Crime
144,KIDNAPPING,Other Crime
359,BURGLARY,Other Crime
184,CYBERCRIME,Other Crime
176,FRAUD,Other Crime
186,COUNTERFEITING,Other Crime
124,EXTORTION,Other Crime
429,ILLEGAL POSSESSION,Other Crime
360,BURGLARY,Other Crime
542,ROBBERY,Violent Crime
196,TRAFFIC VIOLATION,Traffic Fatality
176,ILLEGAL POSSESSION,Other Crime
189,CYBERCRIME,Other Crime
348,FIREARM OFFENSE,Fire Accident
432,SHOPLIFTING,Other Crime
387,ARSON,Fire Accident
262,ROBBERY,Violent Crime
406,KIDNAPPING,Other Crime
537,EXTORTION,Other Crime
104,SEXUAL ASSAULT,Violent Crime
163,CYBERCRIME,Other Crime
531,VEHICLE - STOLEN,Violent Crime
196,PUBLIC INTOXICATION,Other Crime
379,HOMICIDE,Other Crime
450,IDENTITY THEFT,Violent Crime
193,FIREARM OFFENSE,Fire Accident
238,VEHICLE - STOLEN,Violent Crime
109,DOMESTIC VIOLENCE,Violent Crime
529,ASSAULT,Violent Crime
208,EXTORTION,Other Crime
124,VEHICLE - STOLEN,Violent Crime
473,VEHICLE - STOLEN,Violent Crime
563,ROBBERY,Violent Crime
216,FIREARM OFFENSE,Fire Accident
479,FRAUD,Other Crime
415,IDENTITY THEFT,Violent Crime
489,SEXUAL ASSAULT,Violent Crime
411,VEHICLE - STOLEN,Violent Crime
345,HOMICIDE,Other Crime
226,COUNTERFEITING,Other Crime
426,EXTORTION,Other Crime
483,CYBERCRIME,Other Crime
459,COUNTERFEITING,Other Crime
190,SHOPLIFTING,Other Crime
195,FIREARM OFFENSE,Fire Accident
467,FIREARM OFFENSE,Fire Accident
314,VEHICLE - STOLEN,Violent Crime
420,SHOPLIFTING,Other Crime
584,ROBBERY,Violent Crime
464,FIREARM OFFENSE,Fire Accident
468,TRAFFIC VIOLATION,Traffic Fatality
125,PUBLIC INTOXICATION,Other Crime
497,CYBERCRIME,Other Crime
454,TRAFFIC VIOLATION,Traffic Fatality
441,VANDALISM,Other Crime
125,CYBERCRIME,Other Crime
205,SEXUAL ASSAULT,Violent Crime
247,FIREARM OFFENSE,Fire Accident
188,HOMICIDE,Other Crime
145,IDENTITY THEFT,Violent Crime
287,VANDALISM,Other Crime
393,KIDNAPPING,Other Crime
599,ROBBERY,Violent Crime
533,KIDNAPPING,Other Crime
546,HOMICIDE,Other Crime
200,HOMICIDE,Other Crime
401,VANDALISM,Other Crime
588,SEXUAL ASSAULT,Violent Crime
115,KIDNAPPING,Other Crime
262,DOMESTIC VIOLENCE,Violent Crime
137,BURGLARY,Other Crime
362,KIDNAPPING,Other Crime
539,CYBERCRIME,Other Crime
238,SHOPLIFTING,Other Crime
150,ILLEGAL POSSESSION,Other Crime
382,VEHICLE - STOLEN,Violent Crime
104,PUBLIC INTOXICATION,Other Crime
288,EXTORTION,Other Crime
599,HOMICIDE,Other Crime
506,SEXUAL ASSAULT,Violent Crime
506,IDENTITY THEFT,Violent Crime
506,ARSON,Fire Accident
437,FIREARM OFFENSE,Fire Accident
421,SEXUAL ASSAULT,Violent Crime
390,ILLEGAL POSSESSION,Other Crime
202,PUBLIC INTOXICATION,Other Crime
328,TRAFFIC VIOLATION,Traffic Fatality
588,VANDALISM,Other Crime
131,HOMICIDE,Other Crime
336,ARSON,Fire Accident
508,SEXUAL ASSAULT,Violent Crime
581,PUBLIC INTOXICATION,Other Crime
388,SEXUAL ASSAULT,Violent Crime
313,ROBBERY,Violent Crime
416,FRAUD,Other Crime
391,TRAFFIC VIOLATION,Traffic Fatality
165,BURGLARY,Other Crime
506,ROBBERY,Violent Crime
302,TRAFFIC VIOLATION,Traffic Fatality
486,EXTORTION,Other Crime
132,VANDALISM,Other Crime
511,PUBLIC INTOXICATION,Other Crime
327,SHOPLIFTING,Other Crime
302,DOMESTIC VIOLENCE,Violent Crime
460,ASSAULT,Violent Crime
154,VANDALISM,Other Crime
428,TRAFFIC VIOLATION,Traffic Fatality
311,CYBERCRIME,Other Crime
307,SEXUAL ASSAULT,Violent Crime
248,ASSAULT,Violent Crime
476,BURGLARY,Other Crime
446,IDENTITY THEFT,Violent Crime
551,VEHICLE - STOLEN,Violent Crime
458,SEXUAL ASSAULT,Violent Crime
408,ILLEGAL POSSESSION,Other Crime
505,IDENTITY THEFT,Violent Crime
416,IDENTITY THEFT,Violent Crime
540,ARSON,Fire Accident
504,ASSAULT,Violent Crime
445,BURGLARY,Other Crime
135,TRAFFIC VIOLATION,Traffic Fatality
486,ROBBERY,Violent Crime
354,ROBBERY,Violent Crime
115,IDENTITY THEFT,Violent Crime
557,KIDNAPPING,Other Crime
552,EXTORTION,Other Crime
524,KIDNAPPING,Other Crime
422,FRAUD,Other Crime
189,KIDNAPPING,Other Crime
270,FIREARM OFFENSE,Fire Accident
197,DOMESTIC VIOLENCE,Violent Crime
369,IDENTITY THEFT,Violent Crime
349,SEXUAL ASSAULT,Violent Crime
472,SEXUAL ASSAULT,Violent Crime
219,ASSAULT,Violent Crime
419,FIREARM OFFENSE,Fire Accident
571,SEXUAL ASSAULT,Violent Crime
369,SHOPLIFTING,Other Crime
372,FIREARM OFFENSE,Fire Accident
455,COUNTERFEITING,Other Crime
581,FRAUD,Other Crime
375,ROBBERY,Violent Crime
120,PUBLIC INTOXICATION,Other Crime
395,ASSAULT,Violent Crime
297,COUNTERFEITING,Other Crime
547,CYBERCRIME,Other Crime
495,PUBLIC INTOXICATION,Other Crime
396,ASSAULT,Violent Crime
507,ASSAULT,Violent Crime
548,FRAUD,Other Crime
233,BURGLARY,Other Crime
407,EXTORTION,Other Crime
307,BURGLARY,Other Crime
520,EXTORTION,Other Crime
566,SHOPLIFTING,Other Crime
150,ILLEGAL POSSESSION,Other Crime
145,IDENTITY THEFT,Violent Crime
526,VANDALISM,Other Crime
161,IDENTITY THEFT,Violent Crime
349,DOMESTIC VIOLENCE,Violent Crime
192,VANDALISM,Other Crime
123,PUBLIC INTOXICATION,Other Crime
337,FIREARM OFFENSE,Fire Accident
329,SHOPLIFTING,Other Crime
474,FIREARM OFFENSE,Fire Accident
218,PUBLIC INTOXICATION,Other Crime
252,VANDALISM,Other Crime
121,VEHICLE - STOLEN,Violent Crime
287,PUBLIC INTOXICATION,Other Crime
144,COUNTERFEITING,Other Crime
111,VEHICLE - STOLEN,Violent Crime
469,VEHICLE - STOLEN,Violent Crime
299,FRAUD,Other Crime
414,COUNTERFEITING,Other Crime
484,DRUG OFFENSE,Other Crime
214,VEHICLE - STOLEN,Violent Crime
102,CYBERCRIME,Other Crime
232,BURGLARY,Other Crime
594,SEXUAL ASSAULT,Violent Crime
325,ROBBERY,Violent Crime
144,COUNTERFEITING,Other Crime
446,ASSAULT,Violent Crime
432,VANDALISM,Other Crime
570,FIREARM OFFENSE,Fire Accident
535,SEXUAL ASSAULT,Violent Crime
147,IDENTITY THEFT,Violent Crime
229,CYBERCRIME,Other Crime
287,PUBLIC INTOXICATION,Other Crime
439,ROBBERY,Violent Crime
163,KIDNAPPING,Other Crime
228,FRAUD,Other Crime
253,VEHICLE - STOLEN,Violent Crime
494,ILLEGAL POSSESSION,Other Crime
536,TRAFFIC VIOLATION,Traffic Fatality
302,SHOPLIFTING,Other Crime
236,CYBERCRIME,Other Crime
153,PUBLIC INTOXICATION,Other Crime
149,CYBERCRIME,Other Crime
333,HOMICIDE,Other Crime
352,COUNTERFEITING,Other Crime
209,ASSAULT,Violent Crime
267,ROBBERY,Violent Crime
451,SHOPLIFTING,Other Crime
570,COUNTERFEITING,Other Crime
248,DOMESTIC VIOLENCE,Violent Crime
162,COUNTERFEITING,Other Crime
222,ROBBERY,Violent Crime
255,DOMESTIC VIOLENCE,Violent Crime
523,PUBLIC INTOXICATION,Other Crime
298,TRAFFIC VIOLATION,Traffic Fatality
130,ROBBERY,Violent Crime
369,COUNTERFEITING,Other Crime
252,VEHICLE - STOLEN,Violent Crime
136,FRAUD,Other Crime
217,ASSAULT,Violent Crime
240,ASSAULT,Violent Crime
250,IDENTITY THEFT,Violent Crime
427,ARSON,Fire Accident
320,DOMESTIC VIOLENCE,Violent Crime
350,IDENTITY THEFT,Violent Crime
467,CYBERCRIME,Other Crime
456,SHOPLIFTING,Other Crime
451,FRAUD,Other Crime
467,COUNTERFEITING,Other Crime
346,ILLEGAL POSSESSION,Other Crime
381,VEHICLE - STOLEN,Violent Crime
436,KIDNAPPING,Other Crime
250,FIREARM OFFENSE,Fire Accident
556,VANDALISM,Other Crime
216,TRAFFIC VIOLATION,Traffic Fatality
367,SEXUAL ASSAULT,Violent Crime
189,TRAFFIC VIOLATION,Traffic Fatality
433,FIREARM OFFENSE,Fire Accident
513,ASSAULT,Violent Crime
194,KIDNAPPING,Other Crime
212,BURGLARY,Other Crime
106,ARSON,Fire Accident
267,VANDALISM,Other Crime
535,DRUG OFFENSE,Other Crime
517,VANDALISM,Other Crime
435,EXTORTION,Other Crime
144,ILLEGAL POSSESSION,Other Crime
358,EXTORTION,Other Crime
519,COUNTERFEITING,Other Crime
442,KIDNAPPING,Other Crime
417,COUNTERFEITING,Other Crime
546,BURGLARY,Other Crime
263,CYBERCRIME,Other Crime
225,FIREARM OFFENSE,Fire Accident
214,HOMICIDE,Other Crime
199,ILLEGAL POSSESSION,Other Crime
228,PUBLIC INTOXICATION,Other Crime
118,DOMESTIC VIOLENCE,Violent Crime
438,ROBBERY,Violent Crime
482,DRUG OFFENSE,Other Crime
183,COUNTERFEITING,Other Crime
145,DRUG OFFENSE,Other Crime
565,TRAFFIC VIOLATION,Traffic Fatality
449,FRAUD,Other Crime
129,VANDALISM,Other Crime
593,KIDNAPPING,Other Crime
186,BURGLARY,Other Crime
426,SEXUAL ASSAULT,Violent Crime
569,SHOPLIFTING,Other Crime
422,PUBLIC INTOXICATION,Other Crime
528,VEHICLE - STOLEN,Violent Crime
318,BURGLARY,Other Crime
495,DRUG OFFENSE,Other Crime
264,ASSAULT,Violent Crime
135,VEHICLE - STOLEN,Violent Crime
429,DOMESTIC VIOLENCE,Violent Crime
459,FRAUD,Other Crime
512,BURGLARY,Other Crime
136,ROBBERY,Violent Crime
121,SEXUAL ASSAULT,Violent Crime
293,VANDALISM,Other Crime
513,FRAUD,Other Crime
130,SEXUAL ASSAULT,Violent Crime
338,PUBLIC INTOXICATION,Other Crime
563,CYBERCRIME,Other Crime
331,VEHICLE - STOLEN,Violent Crime
244,SHOPLIFTING,Other Crime
526,ROBBERY,Violent Crime
342,ILLEGAL POSSESSION,Other Crime
556,EXTORTION,Other Crime
546,FIREARM OFFENSE,Fire Accident
208,BURGLARY,Other Crime
299,VANDALISM,Other Crime
207,DRUG OFFENSE,Other Crime
104,CYBERCRIME,Other Crime
468,COUNTERFEITING,Other Crime
331,HOMICIDE,Other Crime
214,PUBLIC INTOXICATION,Other Crime
510,KIDNAPPING,Other Crime
325,VEHICLE - STOLEN,Violent Crime
255,FRAUD,Other Crime
345,KIDNAPPING,Other Crime
450,EXTORTION,Other Crime
470,DOMESTIC VIOLENCE,Violent Crime
200,KIDNAPPING,Other Crime
162,VEHICLE - STOLEN,Violent Crime
318,ROBBERY,Violent Crime
318,VANDALISM,Other Crime
542,ASSAULT,Violent Crime
280,FRAUD,Other Crime
526,KIDNAPPING,Other Crime
128,SEXUAL ASSAULT,Violent Crime
235,ROBBERY,Violent Crime
309,IDENTITY THEFT,Violent Crime
202,FRAUD,Other Crime
304,ASSAULT,Violent Crime
326,SEXUAL ASSAULT,Violent Crime
273,DRUG OFFENSE,Other Crime
548,PUBLIC INTOXICATION,Other Crime
344,BURGLARY,Other Crime
382,ILLEGAL POSSESSION,Other Crime
531,SHOPLIFTING,Other Crime
565,VANDALISM,Other Crime
336,VANDALISM,Other Crime
470,DRUG OFFENSE,Other Crime
319,CYBERCRIME,Other Crime
570,BURGLARY,Other Crime
309,SHOPLIFTING,Other Crime
130,EXTORTION,Other Crime
325,ROBBERY,Violent Crime
120,FRAUD,Other Crime
361,IDENTITY THEFT,Violent Crime
534,SHOPLIFTING,Other Crime
140,CYBERCRIME,Other Crime
138,COUNTERFEITING,Other Crime
141,VANDALISM,Other Crime
579,HOMICIDE,Other Crime
112,VEHICLE - STOLEN,Violent Crime
335,SHOPLIFTING,Other Crime
566,KIDNAPPING,Other Crime
390,DOMESTIC VIOLENCE,Violent Crime
547,HOMICIDE,Other Crime
100,SHOPLIFTING,Other Crime
407,KIDNAPPING,Other Crime
210,DOMESTIC VIOLENCE,Violent Crime
349,SEXUAL ASSAULT,Violent Crime
176,PUBLIC INTOXICATION,Other Crime
344,VEHICLE - STOLEN,Violent Crime
378,SHOPLIFTING,Other Crime
202,ASSAULT,Violent Crime
119,KIDNAPPING,Other Crime
452,KIDNAPPING,Other Crime
256,FIREARM OFFENSE,Fire Accident
385,CYBERCRIME,Other Crime
517,VANDALISM,Other Crime
229,FRAUD,Other Crime
557,EXTORTION,Other Crime
516,SEXUAL ASSAULT,Violent Crime
578,SHOPLIFTING,Other Crime
247,FIREARM OFFENSE,Fire Accident
449,SEXUAL ASSAULT,Violent Crime
351,VANDALISM,Other Crime
312,COUNTERFEITING,Other Crime
305,ARSON,Fire Accident
253,ASSAULT,Violent Crime
290,VANDALISM,Other Crime
112,SEXUAL ASSAULT,Violent Crime
182,HOMICIDE,Other Crime
506,ASSAULT,Violent Crime
149,HOMICIDE,Other Crime
281,ASSAULT,Violent Crime
515,DRUG OFFENSE,Other Crime
449,ROBBERY,Violent Crime
226,VANDALISM,Other Crime
168,KIDNAPPING,Other Crime
306,EXTORTION,Other Crime
442,DRUG OFFENSE,Other Crime
174,FIREARM OFFENSE,Fire Accident
263,ASSAULT,Violent Crime
529,FRAUD,Other Crime
441,SHOPLIFTING,Other Crime
318,SHOPLIFTING,Other Crime
287,EXTORTION,Other Crime
250,PUBLIC INTOXICATION,Other Crime
559,ASSAULT,Violent Crime
216,BURGLARY,Other Crime
236,ARSON,Fire Accident
121,CYBERCRIME,Other Crime
290,VEHICLE - STOLEN,Violent Crime
557,VANDALISM,Other Crime
328,DRUG OFFENSE,Other Crime
275,FIREARM OFFENSE,Fire Accident
575,KIDNAPPING,Other Crime
159,SEXUAL ASSAULT,Violent Crime
463,FRAUD,Other Crime
160,HOMICIDE,Other Crime
349,BURGLARY,Other Crime
440,ROBBERY,Violent Crime
142,IDENTITY THEFT,Violent Crime
468,FRAUD,Other Crime
440,DOMESTIC VIOLENCE,Violent Crime
220,EXTORTION,Other Crime
361,KIDNAPPING,Other Crime
306,ASSAULT,Violent Crime
294,IDENTITY THEFT,Violent Crime
260,DOMESTIC VIOLENCE,Violent Crime
503,IDENTITY THEFT,Violent Crime
206,SHOPLIFTING,Other Crime
161,FRAUD,Other Crime
294,FRAUD,Other Crime
336,DRUG OFFENSE,Other Crime
155,CYBERCRIME,Other Crime
504,FRAUD,Other Crime
340,ROBBERY,Violent Crime
424,VANDALISM,Other Crime
438,VANDALISM,Other Crime
155,VEHICLE - STOLEN,Violent Crime
382,COUNTERFEITING,Other Crime
428,IDENTITY THEFT,Violent Crime
438,ASSAULT,Violent Crime
244,VEHICLE - STOLEN,Violent Crime
284,BURGLARY,Other Crime
594,FIREARM OFFENSE,Fire Accident
511,VEHICLE - STOLEN,Violent Crime
293,CYBERCRIME,Other Crime
497,VEHICLE - STOLEN,Violent Crime
347,ILLEGAL POSSESSION,Other Crime
292,COUNTERFEITING,Other Crime
519,CYBERCRIME,Other Crime
197,DOMESTIC VIOLENCE,Violent Crime
157,VANDALISM,Other Crime
562,ASSAULT,Violent Crime
372,HOMICIDE,Other Crime
389,HOMICIDE,Other Crime
536,KIDNAPPING,Other Crime
552,FIREARM OFFENSE,Fire Accident
102,ASSAULT,Violent Crime
433,IDENTITY THEFT,Violent Crime
555,DOMESTIC VIOLENCE,Violent Crime
442,VEHICLE - STOLEN,Violent Crime
397,VEHICLE - STOLEN,Violent Crime
319,ROBBERY,Violent Crime
116,ASSAULT,Violent Crime
241,DRUG OFFENSE,Other Crime
411,TRAFFIC VIOLATION,Traffic Fatality
421,FRAUD,Other Crime
585,TRAFFIC VIOLATION,Traffic Fatality
476,TRAFFIC VIOLATION,Traffic Fatality
597,FIREARM OFFENSE,Fire Accident
526,PUBLIC INTOXICATION,Other Crime
236,VANDALISM,Other Crime
485,KIDNAPPING,Other Crime
486,ARSON,Fire Accident
342,ASSAULT,Violent Crime
416,FIREARM OFFENSE,Fire Accident
218,ASSAULT,Violent Crime
513,FRAUD,Other Crime
250,ASSAULT,Violent Crime
184,VEHICLE - STOLEN,Violent Crime
517,IDENTITY THEFT,Violent Crime
402,VANDALISM,Other Crime
479,TRAFFIC VIOLATION,Traffic Fatality
554,SHOPLIFTING,Other Crime
213,EXTORTION,Other Crime
316,HOMICIDE,Other Crime
475,ILLEGAL POSSESSION,Other Crime
556,SHOPLIFTING,Other Crime
410,VEHICLE - STOLEN,Violent Crime
169,BURGLARY,Other Crime
336,HOMICIDE,Other Crime
485,SEXUAL ASSAULT,Violent Crime
195,COUNTERFEITING,Other Crime
430,BURGLARY,Other Crime
458,SHOPLIFTING,Other Crime
164,BURGLARY,Other Crime
315,BURGLARY,Other Crime
370,ASSAULT,Violent Crime
539,VEHICLE - STOLEN,Violent Crime
485,ASSAULT,Violent Crime
477,VANDALISM,Other Crime
496,EXTORTION,Other Crime
548,VANDALISM,Other Crime
284,ASSAULT,Violent Crime
115,DRUG OFFENSE,Other Crime
255,PUBLIC INTOXICATION,Other Crime
495,DOMESTIC VIOLENCE,Violent Crime
262,VEHICLE - STOLEN,Violent Crime
286,KIDNAPPING,Other Crime
443,CYBERCRIME,Other Crime
563,ARSON,Fire Accident
529,TRAFFIC VIOLATION,Traffic Fatality
217,CYBERCRIME,Other Crime
550,ARSON,Fire Accident
507,BURGLARY,Other Crime
489,VANDALISM,Other Crime
532,FRAUD,Other Crime
284,FRAUD,Other Crime
121,ASSAULT,Violent Crime
590,EXTORTION,Other Crime
325,FRAUD,Other Crime
277,FIREARM OFFENSE,Fire Accident
114,EXTORTION,Other Crime
307,HOMICIDE,Other Crime
338,DRUG OFFENSE,Other Crime
349,SEXUAL ASSAULT,Violent Crime
176,PUBLIC INTOXICATION,Other Crime
233,VANDALISM,Other Crime
315,VEHICLE - STOLEN,Violent Crime
224,VANDALISM,Other Crime
122,IDENTITY THEFT,Violent Crime
346,EXTORTION,Other Crime
567,COUNTERFEITING,Other Crime
335,HOMICIDE,Other Crime
571,PUBLIC INTOXICATION,Other Crime
587,ASSAULT,Violent Crime
442,IDENTITY THEFT,Violent Crime
390,ARSON,Fire Accident
314,PUBLIC INTOXICATION,Other Crime
162,ILLEGAL POSSESSION,Other Crime
559,HOMICIDE,Other Crime
208,KIDNAPPING,Other Crime
104,HOMICIDE,Other Crime
333,FIREARM OFFENSE,Fire Accident
461,CYBERCRIME,Other Crime
124,VEHICLE - STOLEN,Violent Crime
